StopNumber	PeriodName	TotalCount
53251	weekendNonpeak	20
53251	weekendPMpeak	1
53259	weekdayAMpeak	16
53259	weekdayNonpeak	10
53259	weekdayPMpeak	10
53259	weekendAMpeak	26
53259	weekendNonpeak	36
53259	weekendPMpeak	18
53261	weekdayAMpeak	57
53261	weekdayNonpeak	42
53261	weekdayPMpeak	21
53261	weekendAMpeak	68
53261	weekendNonpeak	22
53261	weekendPMpeak	41
53271	weekdayAMpeak	41
53271	weekdayNonpeak	37
53271	weekdayPMpeak	63
53271	weekendAMpeak	54
53271	weekendNonpeak	40
53271	weekendPMpeak	34
53279	weekdayAMpeak	50
53279	weekdayNonpeak	39
53279	weekdayPMpeak	58
53279	weekendAMpeak	54
53279	weekendNonpeak	1
53279	weekendPMpeak	52
53281	weekdayAMpeak	42
53281	weekdayNonpeak	41
53281	weekdayPMpeak	47
53281	weekendAMpeak	40
53281	weekendNonpeak	14
53281	weekendPMpeak	54
53289	weekdayAMpeak	14
53289	weekdayNonpeak	36
53289	weekdayPMpeak	67
53289	weekendAMpeak	16
53289	weekendNonpeak	56
53289	weekendPMpeak	11
53299	weekdayAMpeak	51
53299	weekdayNonpeak	49
53299	weekdayPMpeak	64
53299	weekendAMpeak	59
53299	weekendNonpeak	46
53299	weekendPMpeak	7
53309	weekdayAMpeak	35
53309	weekdayNonpeak	24
53309	weekdayPMpeak	42
53309	weekendAMpeak	31
53309	weekendNonpeak	36
53309	weekendPMpeak	20
53319	weekdayAMpeak	38
53319	weekdayNonpeak	16
53319	weekdayPMpeak	52
53319	weekendAMpeak	23
53319	weekendNonpeak	46
53319	weekendPMpeak	57
53321	weekdayAMpeak	21
53321	weekdayNonpeak	37
53321	weekdayPMpeak	68
53321	weekendAMpeak	29
53321	weekendNonpeak	24
53321	weekendPMpeak	34
53331	weekdayAMpeak	9
53331	weekdayNonpeak	50
53331	weekdayPMpeak	60
53331	weekendAMpeak	6
53331	weekendNonpeak	56
53331	weekendPMpeak	44
53341	weekdayAMpeak	34
53341	weekdayNonpeak	37
53341	weekdayPMpeak	32
53341	weekendAMpeak	60
53341	weekendNonpeak	55
53341	weekendPMpeak	19
53351	weekdayAMpeak	10
53351	weekdayNonpeak	60
53351	weekdayPMpeak	38
53351	weekendAMpeak	41
53351	weekendNonpeak	26
53351	weekendPMpeak	17
53361	weekdayAMpeak	45
53361	weekdayNonpeak	37
53361	weekdayPMpeak	52
53361	weekendAMpeak	62
53361	weekendNonpeak	15
53361	weekendPMpeak	27
53371	weekdayAMpeak	35
53371	weekdayNonpeak	34
53371	weekdayPMpeak	53
53371	weekendAMpeak	60
53371	weekendNonpeak	24
53371	weekendPMpeak	58
53381	weekdayAMpeak	50
53381	weekdayNonpeak	44
53381	weekdayPMpeak	15
53381	weekendAMpeak	0
53381	weekendNonpeak	26
53381	weekendPMpeak	25
53391	weekdayAMpeak	23
53391	weekdayNonpeak	5
53391	weekdayPMpeak	59
53391	weekendAMpeak	30
53391	weekendNonpeak	11
53391	weekendPMpeak	43
53409	weekdayAMpeak	22
53409	weekdayNonpeak	39
53409	weekdayPMpeak	39
53409	weekendAMpeak	17
53409	weekendNonpeak	45
53409	weekendPMpeak	20
53419	weekdayAMpeak	33
53419	weekdayNonpeak	57
53419	weekdayPMpeak	12
53419	weekendAMpeak	25
53419	weekendNonpeak	34
53419	weekendPMpeak	34
54011	weekdayAMpeak	23
54011	weekdayNonpeak	65
54011	weekdayPMpeak	42
54011	weekendAMpeak	19
54011	weekendNonpeak	2
54011	weekendPMpeak	21
54019	weekdayAMpeak	23
54019	weekdayNonpeak	12
54019	weekdayPMpeak	45
54019	weekendAMpeak	26
54019	weekendNonpeak	16
54019	weekendPMpeak	43
54061	weekdayAMpeak	23
54061	weekdayNonpeak	3
54061	weekdayPMpeak	30
54061	weekendAMpeak	64
54061	weekendNonpeak	2
54061	weekendPMpeak	27
54069	weekdayAMpeak	62
54069	weekdayNonpeak	15
54069	weekdayPMpeak	44
54069	weekendAMpeak	44
54069	weekendNonpeak	40
54069	weekendPMpeak	10
54181	weekdayAMpeak	10
54181	weekdayNonpeak	34
54181	weekdayPMpeak	33
54181	weekendAMpeak	10
54181	weekendNonpeak	55
54181	weekendPMpeak	65
54189	weekdayAMpeak	23
54189	weekdayNonpeak	45
54189	weekdayPMpeak	43
54189	weekendAMpeak	20
54189	weekendNonpeak	21
54189	weekendPMpeak	64
54191	weekdayAMpeak	13
54191	weekdayNonpeak	46
54191	weekdayPMpeak	36
54191	weekendAMpeak	57
54191	weekendNonpeak	2
54191	weekendPMpeak	1
54199	weekdayAMpeak	59
54199	weekdayNonpeak	47
54199	weekdayPMpeak	32
54199	weekendAMpeak	44
54199	weekendNonpeak	15
54199	weekendPMpeak	45
54201	weekdayAMpeak	37
54201	weekdayNonpeak	28
54201	weekdayPMpeak	42
54201	weekendAMpeak	11
54201	weekendNonpeak	10
54201	weekendPMpeak	15
54209	weekdayAMpeak	5
54209	weekdayNonpeak	11
54209	weekdayPMpeak	9
54209	weekendAMpeak	41
54209	weekendNonpeak	2
54209	weekendPMpeak	20
54211	weekdayAMpeak	6
54211	weekdayNonpeak	48
54211	weekdayPMpeak	55
54211	weekendAMpeak	53
54211	weekendNonpeak	21
54211	weekendPMpeak	1
54219	weekdayAMpeak	34
54219	weekdayNonpeak	60
54219	weekdayPMpeak	40
54219	weekendAMpeak	20
54219	weekendNonpeak	38
54219	weekendPMpeak	53
54221	weekdayAMpeak	40
54221	weekdayNonpeak	55
54221	weekdayPMpeak	62
54221	weekendAMpeak	47
54221	weekendNonpeak	65
54221	weekendPMpeak	19
54229	weekdayAMpeak	29
54229	weekdayNonpeak	6
54229	weekdayPMpeak	40
54229	weekendAMpeak	34
54229	weekendNonpeak	67
54229	weekendPMpeak	54
54231	weekdayAMpeak	56
54231	weekdayNonpeak	26
54231	weekdayPMpeak	8
54231	weekendAMpeak	20
54231	weekendNonpeak	65
54231	weekendPMpeak	0
54239	weekdayAMpeak	40
54239	weekdayNonpeak	1
54239	weekdayPMpeak	61
54239	weekendAMpeak	53
54239	weekendNonpeak	14
54239	weekendPMpeak	51
54241	weekdayAMpeak	14
54241	weekdayNonpeak	31
54241	weekdayPMpeak	60
54241	weekendAMpeak	7
54241	weekendNonpeak	28
54241	weekendPMpeak	22
54248	weekdayAMpeak	38
54248	weekdayNonpeak	3
54248	weekdayPMpeak	47
54248	weekendAMpeak	6
54248	weekendNonpeak	18
54248	weekendPMpeak	26
54261	weekdayAMpeak	0
54261	weekdayNonpeak	62
54261	weekdayPMpeak	40
54261	weekendAMpeak	22
54261	weekendNonpeak	61
54261	weekendPMpeak	2
54269	weekdayAMpeak	55
54269	weekdayNonpeak	8
54269	weekdayPMpeak	27
54269	weekendAMpeak	15
54269	weekendNonpeak	42
54269	weekendPMpeak	29
54271	weekdayAMpeak	37
54271	weekdayNonpeak	51
54271	weekdayPMpeak	11
54271	weekendAMpeak	14
54271	weekendNonpeak	42
54271	weekendPMpeak	45
54279	weekdayAMpeak	15
54279	weekdayNonpeak	34
54279	weekdayPMpeak	52
54279	weekendAMpeak	53
54279	weekendNonpeak	48
54279	weekendPMpeak	58
54281	weekdayAMpeak	27
54281	weekdayNonpeak	39
54281	weekdayPMpeak	64
54281	weekendAMpeak	22
54281	weekendNonpeak	9
54281	weekendPMpeak	32
54289	weekdayAMpeak	64
54289	weekdayNonpeak	41
54289	weekdayPMpeak	18
54289	weekendAMpeak	32
54289	weekendNonpeak	39
54289	weekendPMpeak	64
54291	weekdayAMpeak	0
54291	weekdayNonpeak	50
54291	weekdayPMpeak	66
54291	weekendAMpeak	31
54291	weekendNonpeak	62
54291	weekendPMpeak	59
54299	weekdayAMpeak	55
54299	weekdayNonpeak	62
54299	weekdayPMpeak	43
54299	weekendAMpeak	30
54299	weekendNonpeak	67
54299	weekendPMpeak	3
54301	weekdayAMpeak	61
54301	weekdayNonpeak	54
54301	weekdayPMpeak	24
54301	weekendAMpeak	7
54301	weekendNonpeak	11
54301	weekendPMpeak	50
54309	weekdayAMpeak	52
54309	weekdayNonpeak	5
54309	weekdayPMpeak	58
54309	weekendAMpeak	1
54309	weekendNonpeak	2
54309	weekendPMpeak	15
55011	weekdayAMpeak	48
55011	weekdayNonpeak	3
55011	weekdayPMpeak	33
55011	weekendAMpeak	36
55011	weekendNonpeak	55
55011	weekendPMpeak	2
55019	weekdayAMpeak	61
55019	weekdayNonpeak	8
55019	weekdayPMpeak	29
55019	weekendAMpeak	19
55019	weekendNonpeak	37
55019	weekendPMpeak	44
55021	weekdayAMpeak	67
55021	weekdayNonpeak	33
55021	weekdayPMpeak	58
55021	weekendAMpeak	43
55021	weekendNonpeak	27
55021	weekendPMpeak	34
55029	weekdayAMpeak	8
55029	weekdayNonpeak	43
55029	weekdayPMpeak	10
55029	weekendAMpeak	38
55029	weekendNonpeak	5
55029	weekendPMpeak	53
55131	weekdayAMpeak	61
55131	weekdayNonpeak	26
55131	weekdayPMpeak	65
55131	weekendAMpeak	9
55131	weekendNonpeak	6
55131	weekendPMpeak	41
55139	weekdayAMpeak	68
55139	weekdayNonpeak	0
55139	weekdayPMpeak	25
55139	weekendAMpeak	52
55139	weekendNonpeak	66
55139	weekendPMpeak	66
55141	weekdayAMpeak	30
55141	weekdayNonpeak	1
55141	weekdayPMpeak	56
55141	weekendAMpeak	16
55141	weekendNonpeak	33
55141	weekendPMpeak	16
55149	weekdayAMpeak	52
55149	weekdayNonpeak	37
55149	weekdayPMpeak	2
55149	weekendAMpeak	46
55149	weekendNonpeak	33
55149	weekendPMpeak	54
55151	weekdayAMpeak	65
55151	weekdayNonpeak	63
55151	weekdayPMpeak	63
55151	weekendAMpeak	18
55151	weekendNonpeak	10
55151	weekendPMpeak	10
55159	weekdayAMpeak	1
55159	weekdayNonpeak	38
55159	weekdayPMpeak	20
55159	weekendAMpeak	27
55159	weekendNonpeak	23
55159	weekendPMpeak	36
55189	weekdayAMpeak	17
55189	weekdayNonpeak	22
55189	weekdayPMpeak	49
55189	weekendAMpeak	37
55189	weekendNonpeak	9
55189	weekendPMpeak	51
55241	weekdayAMpeak	44
55241	weekdayNonpeak	8
55241	weekdayPMpeak	52
55241	weekendAMpeak	21
55241	weekendNonpeak	63
55241	weekendPMpeak	26
55251	weekdayAMpeak	19
55251	weekdayNonpeak	31
55251	weekdayPMpeak	61
55251	weekendAMpeak	5
55251	weekendNonpeak	14
55251	weekendPMpeak	63
55259	weekdayAMpeak	14
55259	weekdayNonpeak	42
55259	weekdayPMpeak	47
55259	weekendAMpeak	15
55259	weekendNonpeak	6
55259	weekendPMpeak	12
55261	weekdayAMpeak	6
55261	weekdayNonpeak	16
55261	weekdayPMpeak	13
55261	weekendAMpeak	21
55261	weekendNonpeak	25
55261	weekendPMpeak	50
55269	weekdayAMpeak	15
55269	weekdayNonpeak	40
55269	weekdayPMpeak	22
55269	weekendAMpeak	34
55269	weekendNonpeak	63
55269	weekendPMpeak	23
55271	weekdayAMpeak	20
55271	weekdayNonpeak	15
55271	weekdayPMpeak	59
55271	weekendAMpeak	20
55271	weekendNonpeak	11
55271	weekendPMpeak	6
55279	weekdayAMpeak	5
55279	weekdayNonpeak	20
55279	weekdayPMpeak	47
55279	weekendAMpeak	50
55279	weekendNonpeak	10
55279	weekendPMpeak	25
55281	weekdayAMpeak	31
55281	weekdayNonpeak	40
55281	weekdayPMpeak	18
55281	weekendAMpeak	50
55281	weekendNonpeak	43
55281	weekendPMpeak	52
55289	weekdayAMpeak	57
55289	weekdayNonpeak	24
55289	weekdayPMpeak	45
55289	weekendAMpeak	47
55289	weekendNonpeak	60
55289	weekendPMpeak	65
55509	weekdayAMpeak	6
55509	weekdayNonpeak	44
55509	weekdayPMpeak	16
55509	weekendAMpeak	3
55509	weekendNonpeak	56
55509	weekendPMpeak	58
56019	weekdayAMpeak	4
56019	weekdayNonpeak	63
56019	weekdayPMpeak	47
56019	weekendAMpeak	2
56019	weekendNonpeak	20
56019	weekendPMpeak	28
56021	weekdayAMpeak	44
56021	weekdayNonpeak	7
56021	weekdayPMpeak	40
56021	weekendAMpeak	9
56021	weekendNonpeak	54
56021	weekendPMpeak	64
56029	weekdayAMpeak	58
56029	weekdayNonpeak	13
56029	weekdayPMpeak	12
56029	weekendAMpeak	66
56029	weekendNonpeak	28
56029	weekendPMpeak	38
56031	weekdayAMpeak	11
56031	weekdayNonpeak	53
56031	weekdayPMpeak	14
56031	weekendAMpeak	38
56031	weekendNonpeak	55
56031	weekendPMpeak	37
56039	weekdayAMpeak	39
56039	weekdayNonpeak	7
56039	weekdayPMpeak	9
56039	weekendAMpeak	46
56039	weekendNonpeak	4
56039	weekendPMpeak	50
56191	weekdayAMpeak	50
56191	weekdayNonpeak	38
56191	weekdayPMpeak	54
56191	weekendAMpeak	4
56191	weekendNonpeak	24
56191	weekendPMpeak	41
56199	weekdayAMpeak	43
56199	weekdayNonpeak	4
56199	weekdayPMpeak	60
56199	weekendAMpeak	22
56199	weekendNonpeak	12
56199	weekendPMpeak	48
56201	weekdayAMpeak	4
56201	weekdayNonpeak	13
56201	weekdayPMpeak	14
56201	weekendAMpeak	48
56201	weekendNonpeak	64
56201	weekendPMpeak	67
56209	weekdayAMpeak	55
56209	weekdayNonpeak	41
56209	weekdayPMpeak	15
56209	weekendAMpeak	12
56209	weekendNonpeak	67
56209	weekendPMpeak	13
56261	weekdayAMpeak	10
56261	weekdayNonpeak	66
56261	weekdayPMpeak	9
56261	weekendAMpeak	10
56261	weekendNonpeak	54
56261	weekendPMpeak	57
56269	weekdayAMpeak	10
56269	weekdayNonpeak	44
56269	weekdayPMpeak	7
56269	weekendAMpeak	9
56269	weekendNonpeak	54
56269	weekendPMpeak	55
59009	weekdayAMpeak	18
59009	weekdayNonpeak	18
59009	weekdayPMpeak	64
59009	weekendAMpeak	54
59009	weekendNonpeak	25
59009	weekendPMpeak	15
59011	weekdayAMpeak	21
59011	weekdayNonpeak	6
59011	weekdayPMpeak	8
59011	weekendAMpeak	32
59011	weekendNonpeak	32
59011	weekendPMpeak	7
59019	weekdayAMpeak	48
59019	weekdayNonpeak	59
59019	weekdayPMpeak	65
59019	weekendAMpeak	65
59019	weekendNonpeak	43
59019	weekendPMpeak	3
59021	weekdayAMpeak	19
59021	weekdayNonpeak	6
59021	weekdayPMpeak	25
59021	weekendAMpeak	31
59021	weekendNonpeak	7
59021	weekendPMpeak	42
59029	weekdayAMpeak	14
59029	weekdayNonpeak	27
59029	weekdayPMpeak	3
59029	weekendAMpeak	40
59029	weekendNonpeak	57
59029	weekendPMpeak	39
59031	weekdayAMpeak	19
59031	weekdayNonpeak	9
59031	weekdayPMpeak	35
59031	weekendAMpeak	35
59031	weekendNonpeak	58
59031	weekendPMpeak	43
59039	weekdayAMpeak	17
59039	weekdayNonpeak	13
59039	weekdayPMpeak	8
59039	weekendAMpeak	58
59039	weekendNonpeak	12
59039	weekendPMpeak	6
59041	weekdayAMpeak	35
59041	weekdayNonpeak	35
59041	weekdayPMpeak	5
59041	weekendAMpeak	23
59041	weekendNonpeak	60
59041	weekendPMpeak	59
59049	weekdayAMpeak	42
59049	weekdayNonpeak	22
59049	weekdayPMpeak	7
59049	weekendAMpeak	63
59049	weekendNonpeak	12
59049	weekendPMpeak	32
59051	weekdayAMpeak	48
59051	weekdayNonpeak	31
59051	weekdayPMpeak	4
59051	weekendAMpeak	28
59051	weekendNonpeak	19
59051	weekendPMpeak	64
59059	weekdayAMpeak	45
59059	weekdayNonpeak	38
59059	weekdayPMpeak	9
59059	weekendAMpeak	21
59059	weekendNonpeak	17
59059	weekendPMpeak	37
59061	weekdayAMpeak	31
59061	weekdayNonpeak	44
59061	weekdayPMpeak	64
59061	weekendAMpeak	50
59061	weekendNonpeak	56
59061	weekendPMpeak	7
59069	weekdayAMpeak	16
59069	weekdayNonpeak	62
59069	weekdayPMpeak	53
59069	weekendAMpeak	13
59069	weekendNonpeak	45
59069	weekendPMpeak	29
59073	weekdayAMpeak	51
59073	weekdayNonpeak	58
59073	weekdayPMpeak	5
59073	weekendAMpeak	61
59073	weekendNonpeak	22
59073	weekendPMpeak	1
59091	weekdayAMpeak	57
59091	weekdayNonpeak	50
59091	weekdayPMpeak	14
59091	weekendAMpeak	19
59091	weekendNonpeak	3
59091	weekendPMpeak	27
59099	weekdayAMpeak	48
59099	weekdayNonpeak	18
59099	weekdayPMpeak	34
59099	weekendAMpeak	60
59099	weekendNonpeak	25
59099	weekendPMpeak	60
59231	weekdayAMpeak	17
59231	weekdayNonpeak	65
59231	weekdayPMpeak	17
59231	weekendAMpeak	2
59231	weekendNonpeak	17
59231	weekendPMpeak	16
59239	weekdayAMpeak	11
59239	weekdayNonpeak	41
59239	weekdayPMpeak	21
59239	weekendAMpeak	3
59239	weekendNonpeak	27
59239	weekendPMpeak	39
59241	weekdayAMpeak	8
59241	weekdayNonpeak	33
59241	weekdayPMpeak	11
59241	weekendAMpeak	19
59241	weekendNonpeak	52
59241	weekendPMpeak	26
59249	weekdayAMpeak	41
59249	weekdayNonpeak	15
59249	weekdayPMpeak	35
59249	weekendAMpeak	25
59249	weekendNonpeak	8
59249	weekendPMpeak	68
59281	weekdayAMpeak	12
59281	weekdayNonpeak	65
59281	weekdayPMpeak	54
59281	weekendAMpeak	2
59281	weekendNonpeak	24
59281	weekendPMpeak	50
59289	weekdayAMpeak	36
59289	weekdayNonpeak	41
59289	weekdayPMpeak	53
59289	weekendAMpeak	66
59289	weekendNonpeak	20
59289	weekendPMpeak	35
59291	weekdayAMpeak	7
59291	weekdayNonpeak	15
59291	weekdayPMpeak	27
59291	weekendAMpeak	46
59291	weekendNonpeak	60
59291	weekendPMpeak	17
59299	weekdayAMpeak	41
59299	weekdayNonpeak	6
59299	weekdayPMpeak	14
59299	weekendAMpeak	12
59299	weekendNonpeak	42
59299	weekendPMpeak	13
59341	weekdayAMpeak	33
59341	weekdayNonpeak	8
59341	weekdayPMpeak	65
59341	weekendAMpeak	31
59341	weekendNonpeak	13
59341	weekendPMpeak	11
59349	weekdayAMpeak	47
59349	weekdayNonpeak	12
59349	weekdayPMpeak	62
59349	weekendAMpeak	29
59349	weekendNonpeak	51
59349	weekendPMpeak	32
59381	weekdayAMpeak	60
59381	weekdayNonpeak	29
59381	weekdayPMpeak	58
59381	weekendAMpeak	62
59381	weekendNonpeak	24
59381	weekendPMpeak	63
59389	weekdayAMpeak	66
59389	weekdayNonpeak	31
59389	weekdayPMpeak	8
59389	weekendAMpeak	49
59389	weekendNonpeak	29
59389	weekendPMpeak	48
59391	weekdayAMpeak	20
59391	weekdayNonpeak	62
59391	weekdayPMpeak	68
59391	weekendAMpeak	3
59391	weekendNonpeak	40
59391	weekendPMpeak	39
59399	weekdayAMpeak	9
59399	weekdayNonpeak	10
59399	weekdayPMpeak	13
59399	weekendAMpeak	33
59399	weekendNonpeak	5
59399	weekendPMpeak	2
59401	weekdayAMpeak	3
59401	weekdayNonpeak	47
59401	weekdayPMpeak	51
59401	weekendAMpeak	8
59401	weekendNonpeak	64
59401	weekendPMpeak	49
59409	weekdayAMpeak	62
59409	weekdayNonpeak	34
59409	weekdayPMpeak	21
59409	weekendAMpeak	5
59409	weekendNonpeak	43
59409	weekendPMpeak	16
59411	weekdayAMpeak	23
59411	weekdayNonpeak	37
59411	weekdayPMpeak	52
59411	weekendAMpeak	38
59411	weekendNonpeak	31
59411	weekendPMpeak	10
59419	weekdayAMpeak	65
59419	weekdayNonpeak	47
59419	weekdayPMpeak	57
59419	weekendAMpeak	21
59419	weekendNonpeak	10
59419	weekendPMpeak	43
59449	weekdayAMpeak	50
59449	weekdayNonpeak	61
59449	weekdayPMpeak	2
59449	weekendAMpeak	50
59449	weekendNonpeak	4
59449	weekendPMpeak	63
59461	weekdayAMpeak	25
59461	weekdayNonpeak	20
59461	weekdayPMpeak	48
59461	weekendAMpeak	3
59461	weekendNonpeak	32
59461	weekendPMpeak	44
59471	weekdayAMpeak	27
59471	weekdayNonpeak	63
59471	weekdayPMpeak	5
59471	weekendAMpeak	48
59471	weekendNonpeak	49
59471	weekendPMpeak	39
59579	weekdayAMpeak	13
59579	weekdayNonpeak	15
59579	weekdayPMpeak	57
59579	weekendAMpeak	30
59579	weekendNonpeak	51
59579	weekendPMpeak	12
59581	weekdayAMpeak	57
59581	weekdayNonpeak	60
59581	weekdayPMpeak	12
59581	weekendAMpeak	44
59581	weekendNonpeak	63
59581	weekendPMpeak	28
59589	weekdayAMpeak	8
59589	weekdayNonpeak	28
59589	weekdayPMpeak	48
59589	weekendAMpeak	52
59589	weekendNonpeak	39
59589	weekendPMpeak	57
59639	weekdayAMpeak	30
59639	weekdayNonpeak	29
59639	weekdayPMpeak	55
59639	weekendAMpeak	63
59639	weekendNonpeak	31
59639	weekendPMpeak	23
59661	weekdayAMpeak	38
59661	weekdayNonpeak	22
59661	weekdayPMpeak	40
59661	weekendAMpeak	32
59661	weekendNonpeak	25
59661	weekendPMpeak	67
59669	weekdayAMpeak	3
59669	weekdayNonpeak	65
59669	weekdayPMpeak	6
59669	weekendAMpeak	43
59669	weekendNonpeak	36
59669	weekendPMpeak	37
59671	weekdayAMpeak	11
59671	weekdayNonpeak	60
59671	weekdayPMpeak	53
59671	weekendAMpeak	10
59671	weekendNonpeak	60
59671	weekendPMpeak	25
59689	weekdayAMpeak	36
59689	weekdayNonpeak	30
59689	weekdayPMpeak	48
59689	weekendAMpeak	21
59689	weekendNonpeak	25
59689	weekendPMpeak	63
59691	weekdayAMpeak	22
59691	weekdayNonpeak	20
59691	weekdayPMpeak	42
59691	weekendAMpeak	34
59691	weekendNonpeak	56
59691	weekendPMpeak	57
59699	weekdayAMpeak	48
59699	weekdayNonpeak	43
59699	weekdayPMpeak	20
59699	weekendAMpeak	58
59699	weekendNonpeak	64
59699	weekendPMpeak	47
59719	weekdayAMpeak	22
59719	weekdayNonpeak	8
59719	weekdayPMpeak	2
59719	weekendAMpeak	46
59719	weekendNonpeak	64
59719	weekendPMpeak	45
59731	weekdayAMpeak	12
59731	weekdayNonpeak	46
59731	weekdayPMpeak	47
59731	weekendAMpeak	58
59731	weekendNonpeak	3
59731	weekendPMpeak	56
59741	weekdayAMpeak	17
59741	weekdayNonpeak	35
59741	weekdayPMpeak	7
59741	weekendAMpeak	67
59741	weekendNonpeak	10
59741	weekendPMpeak	9
59751	weekdayAMpeak	54
59751	weekdayNonpeak	67
59751	weekdayPMpeak	42
59751	weekendAMpeak	10
59751	weekendNonpeak	67
59751	weekendPMpeak	47
60011	weekdayAMpeak	60
60011	weekdayNonpeak	16
60011	weekdayPMpeak	59
60011	weekendAMpeak	49
60011	weekendNonpeak	7
60011	weekendPMpeak	18
60019	weekdayAMpeak	23
60019	weekdayNonpeak	26
60019	weekdayPMpeak	57
60019	weekendAMpeak	67
60019	weekendNonpeak	6
60019	weekendPMpeak	7
60021	weekdayAMpeak	28
60021	weekdayNonpeak	30
60021	weekdayPMpeak	8
60021	weekendAMpeak	46
60021	weekendNonpeak	67
60021	weekendPMpeak	42
60029	weekdayAMpeak	65
60029	weekdayNonpeak	38
60029	weekdayPMpeak	63
60029	weekendAMpeak	13
60029	weekendNonpeak	48
60029	weekendPMpeak	19
60031	weekdayAMpeak	42
60031	weekdayNonpeak	9
60031	weekdayPMpeak	28
60031	weekendAMpeak	12
60031	weekendNonpeak	22
60031	weekendPMpeak	68
60039	weekdayAMpeak	15
60039	weekdayNonpeak	2
60039	weekdayPMpeak	42
60039	weekendAMpeak	30
60039	weekendNonpeak	40
60039	weekendPMpeak	4
60051	weekdayAMpeak	23
60051	weekdayNonpeak	67
60051	weekdayPMpeak	38
60051	weekendAMpeak	52
60051	weekendNonpeak	29
60051	weekendPMpeak	9
60059	weekdayAMpeak	18
60059	weekdayNonpeak	37
60059	weekdayPMpeak	20
60059	weekendAMpeak	23
60059	weekendNonpeak	68
60059	weekendPMpeak	20
60099	weekdayAMpeak	24
60099	weekdayNonpeak	20
60099	weekdayPMpeak	59
60099	weekendAMpeak	65
60099	weekendNonpeak	3
60099	weekendPMpeak	36
60159	weekdayAMpeak	25
60159	weekdayNonpeak	51
60159	weekdayPMpeak	56
60159	weekendAMpeak	40
60159	weekendNonpeak	36
60159	weekendPMpeak	47
60161	weekdayAMpeak	56
60161	weekdayNonpeak	39
60161	weekdayPMpeak	28
60161	weekendAMpeak	48
60161	weekendNonpeak	8
60161	weekendPMpeak	29
60179	weekdayAMpeak	67
60179	weekdayNonpeak	31
60179	weekdayPMpeak	15
60179	weekendAMpeak	12
60179	weekendNonpeak	37
60179	weekendPMpeak	18
60199	weekdayAMpeak	56
60199	weekdayNonpeak	14
60199	weekdayPMpeak	19
60199	weekendAMpeak	25
60199	weekendNonpeak	29
60199	weekendPMpeak	41
60201	weekdayAMpeak	44
60201	weekdayNonpeak	12
60201	weekdayPMpeak	60
60201	weekendAMpeak	46
60201	weekendNonpeak	3
60201	weekendPMpeak	4
60209	weekdayAMpeak	29
60209	weekdayNonpeak	55
60209	weekdayPMpeak	8
60209	weekendAMpeak	68
60209	weekendNonpeak	13
60209	weekendPMpeak	6
60221	weekdayAMpeak	25
60221	weekdayNonpeak	57
60221	weekdayPMpeak	31
60221	weekendAMpeak	32
60221	weekendNonpeak	55
60221	weekendPMpeak	27
60229	weekdayAMpeak	25
60229	weekdayNonpeak	1
60229	weekdayPMpeak	23
60229	weekendAMpeak	16
60229	weekendNonpeak	25
60229	weekendPMpeak	68
60261	weekdayAMpeak	67
60261	weekdayNonpeak	54
60261	weekdayPMpeak	21
60261	weekendAMpeak	19
60261	weekendNonpeak	42
60261	weekendPMpeak	58
60269	weekdayAMpeak	40
60269	weekdayNonpeak	8
60269	weekdayPMpeak	38
60269	weekendAMpeak	35
60269	weekendNonpeak	6
60269	weekendPMpeak	0
61011	weekdayAMpeak	36
61011	weekdayNonpeak	13
61011	weekdayPMpeak	24
61011	weekendAMpeak	25
61011	weekendNonpeak	10
61011	weekendPMpeak	13
61019	weekdayAMpeak	52
61019	weekdayNonpeak	62
61019	weekdayPMpeak	10
61019	weekendAMpeak	8
61019	weekendNonpeak	39
61019	weekendPMpeak	54
61021	weekdayAMpeak	24
61021	weekdayNonpeak	21
61021	weekdayPMpeak	9
61021	weekendAMpeak	20
61021	weekendNonpeak	24
61021	weekendPMpeak	26
61029	weekdayAMpeak	20
61029	weekdayNonpeak	37
61029	weekdayPMpeak	31
61029	weekendAMpeak	11
61029	weekendNonpeak	39
61029	weekendPMpeak	10
61031	weekdayAMpeak	35
61031	weekdayNonpeak	18
61031	weekdayPMpeak	66
61031	weekendAMpeak	63
61031	weekendNonpeak	65
61031	weekendPMpeak	45
61039	weekdayAMpeak	9
61039	weekdayNonpeak	9
61039	weekdayPMpeak	61
61039	weekendAMpeak	48
61039	weekendNonpeak	57
61039	weekendPMpeak	14
61041	weekdayAMpeak	35
61041	weekdayNonpeak	20
61041	weekdayPMpeak	21
61041	weekendAMpeak	38
61041	weekendNonpeak	42
61041	weekendPMpeak	63
61049	weekdayAMpeak	67
61049	weekdayNonpeak	4
61049	weekdayPMpeak	13
61049	weekendAMpeak	66
61049	weekendNonpeak	68
61049	weekendPMpeak	49
62011	weekdayAMpeak	57
62011	weekdayNonpeak	47
62011	weekdayPMpeak	19
62011	weekendAMpeak	47
62011	weekendNonpeak	9
62011	weekendPMpeak	30
62019	weekdayAMpeak	19
62019	weekdayNonpeak	61
62019	weekdayPMpeak	46
62019	weekendAMpeak	41
62019	weekendNonpeak	62
62019	weekendPMpeak	42
62021	weekdayAMpeak	4
62021	weekdayNonpeak	60
62021	weekdayPMpeak	36
62021	weekendAMpeak	52
62021	weekendNonpeak	12
62021	weekendPMpeak	9
62029	weekdayAMpeak	31
62029	weekdayNonpeak	51
