TripID	ServiceNumber	RouteNumber	TripDate	TripTime	BusPlate	DriverNumber	Cancelled
895	75	1	2016-09-21	10:34:00	SHV2399U	20093	1
896	75	1	2016-09-21	16:40:00	SBS1452Q	84844	0
897	75	1	2016-09-21	22:46:00	SHM1243P	55690	1
898	75	2	2016-09-21	06:18:00	SBS8334C	5653	0
899	76	1	2016-09-21	05:17:00	SHE8833M	11789	1
900	76	1	2016-09-21	22:46:00	SHB1267M	34371	0
901	76	2	2016-09-21	07:37:00	SHB9088W	29011	0
902	186	1	2016-09-21	07:32:00	SHJ4221A	47123	0
903	186	1	2016-09-21	07:47:00	SHL8516O	79245	1
904	186	1	2016-09-21	13:30:00	SHG2119L	63427	0
905	186	1	2016-09-21	18:31:00	SBS4922G	55541	0
906	186	2	2016-09-21	00:27:00	SZK4221V	51952	0
907	186	2	2016-09-21	09:20:00	SHJ4221A	94874	0
908	186	2	2016-09-21	10:59:00	SBS6524C	89262	0
909	186	2	2016-09-21	11:13:00	SBS8788U	46872	0
910	186	2	2016-09-21	14:35:00	SHM4518H	62234	0
911	186	2	2016-09-21	16:27:00	SHO4434V	72294	0
912	197	1	2016-09-21	06:29:00	SHM1288H	63627	1
913	197	1	2016-09-21	08:14:00	SBS8049C	11789	0
914	197	1	2016-09-21	13:36:00	SBS5749F	20093	0
915	197	1	2016-09-21	19:31:00	SHM4706J	80672	1
916	197	1	2016-09-21	19:59:00	SHJ8623D	55258	0
917	197	1	2016-09-21	23:15:00	SBS8886U	51277	0
918	197	2	2016-09-21	06:39:00	SHJ1256Y	72641	0
919	96	1	2016-09-21	10:39:00	SHE7395K	56925	0
920	96	1	2016-09-21	17:32:00	SBS6102U	31417	0
921	7	1	2016-09-21	05:27:00	SBS8261R	67011	0
922	7	1	2016-09-21	08:04:00	SBS3450R	10511	1
923	7	1	2016-09-21	09:11:00	SHJ1276G	46872	1
924	7	1	2016-09-21	13:42:00	SHG1245S	3685	1
925	7	1	2016-09-21	21:23:00	SBS9952E	54545	0
926	7	1	2016-09-21	18:41:00	SHK9923K	23476	1
927	7	1	2016-09-21	19:52:00	SBS4350E	23232	0
928	7	2	2016-09-21	05:23:00	SHL1245S	12387	1
929	7	2	2016-09-21	10:26:00	SHR5465B	45678	1
930	7	2	2016-09-21	10:06:00	SHG1245S	79245	0
931	7	2	2016-09-21	15:09:00	SBS3253R	37751	0
932	7	2	2016-09-21	10:40:00	SBS6230S	47880	0
933	7	2	2016-09-21	11:56:00	SHR1224H	58394	1
934	7	2	2016-09-21	14:09:00	SBS4877X	11115	0
935	7	2	2016-09-21	16:00:00	SBS2416B	34543	0
936	7	2	2016-09-21	17:27:00	SBS5735S	93874	0
937	7	2	2016-09-21	23:11:00	SZP1969R	63527	0
938	7	2	2016-09-21	02:11:00	SHK1234K	52345	1
939	7	2	2016-09-21	17:32:00	SBS7822Q	89562	0
940	7	2	2016-09-21	23:26:00	SBS4858H	36465	0
941	9	1	2016-09-21	06:17:00	SHM4287J	79645	1
942	9	1	2016-09-21	07:24:00	SHB1278H	69728	0
943	9	1	2016-09-21	07:59:00	SHM9811G	12389	0
944	9	1	2016-09-21	09:00:00	SBS8911H	43431	0
945	9	1	2016-09-21	08:57:00	SBS8334C	69691	0
946	9	1	2016-09-21	14:26:00	SBS4350E	31043	0
947	9	1	2016-09-21	17:22:00	SBS4283T	82325	1
948	9	1	2016-09-21	16:07:00	SBS6524C	11789	0
949	9	1	2016-09-21	20:06:00	SHO1256K	38206	0
950	9	1	2016-09-21	00:12:00	SHO1244N	89362	0
951	804	1	2016-09-21	00:36:00	SHO4287N	61114	0
952	804	1	2016-09-21	07:36:00	SHM4518H	70613	1
953	804	1	2016-09-21	07:06:00	SHA5577B	64041	0
954	804	1	2016-09-21	07:43:00	SHZ1940F	59632	0
955	804	1	2016-09-21	10:59:00	SZW4511Y	75113	1
956	804	1	2016-09-21	11:01:00	SHK4232S	90672	0
957	804	1	2016-09-21	12:36:00	SBS5014K	42498	0
958	804	1	2016-09-21	11:57:00	SBS8049C	38760	0
959	804	1	2016-09-21	11:02:00	SHA8254Z	13761	0
960	804	1	2016-09-21	11:48:00	SBS5749F	35433	0
961	804	1	2016-09-21	12:36:00	SHO4434V	34532	0
962	804	1	2016-09-21	17:26:00	SHK4232S	89262	0
963	804	1	2016-09-21	13:59:00	SHK4567T	97183	1
964	804	1	2016-09-21	18:51:00	SHO4598H	54324	0
965	804	1	2016-09-21	20:39:00	SHA4288R	96874	0
966	804	1	2016-09-21	16:25:00	SHA5577B	21321	0
967	804	1	2016-09-21	18:11:00	SBS9679N	12321	1
968	804	1	2016-09-21	21:23:00	SBS4057N	94874	0
969	804	1	2016-09-21	21:11:00	SBS8261R	36465	0
970	804	1	2016-09-21	19:04:00	SBS5014K	17626	0
971	804	1	2016-09-21	19:23:00	SZW4511Y	99085	0
972	804	1	2016-09-21	21:21:00	SBS1869Q	43543	0
973	804	1	2016-09-21	03:36:00	SBS7822Q	77704	0
974	804	1	2016-09-21	21:43:00	SHK8612G	82395	0
975	804	1	2016-09-21	18:14:00	SHD4265H	89362	0
976	805	1	2016-09-21	03:42:00	SHO1256K	82726	1
977	805	1	2016-09-21	06:01:00	SHB1278H	54378	0
978	805	1	2016-09-21	21:04:00	SBS7216F	62747	0
979	805	1	2016-09-21	12:18:00	SHE1541L	63427	1
980	805	1	2016-09-21	08:57:00	SBS7216F	58059	0
981	805	1	2016-09-21	10:14:00	SHR1298H	23181	0
982	805	1	2016-09-21	16:10:00	SHG1234B	44241	0
983	805	1	2016-09-21	15:37:00	SBS9367A	82385	0
984	805	1	2016-09-21	14:59:00	SHL1254T	67011	0
985	805	1	2016-09-21	17:03:00	SHA1245J	54545	0
986	805	1	2016-09-21	16:23:00	SBS3404A	61692	1
987	805	1	2016-09-21	16:22:00	SBS1152F	68580	1
988	805	1	2016-09-21	17:45:00	SHM1288H	43543	0
989	805	1	2016-09-21	23:14:00	SBS7403T	61234	0
990	805	1	2016-09-21	23:13:00	SHB4534A	75113	0
991	805	1	2016-09-21	22:29:00	SBS1564K	66173	1
992	805	1	2016-09-21	05:24:00	SHA4288R	63927	0
993	805	1	2016-09-21	00:28:00	SBS1152F	77907	0
994	855	1	2016-09-20	23:04:00	SBS5690Q	82726	0
995	855	1	2016-09-21	11:30:00	SHM5991A	49751	0
996	855	2	2016-09-21	06:07:00	SHB1267M	13761	0
997	74e	1	2016-09-21	09:06:00	SHM5991A	19345	0
998	333	1	2016-09-21	05:44:00	SHJ4221A	43369	1
999	333	1	2016-09-21	09:22:00	SBS4789A	55541	0
1000	333	1	2016-09-21	12:47:00	SBS3404A	89262	0
1001	333	1	2016-09-21	10:04:00	SHV8788L	96874	0
1002	107	1	2016-09-21	05:35:00	SHM9811G	79845	0
1003	107	1	2016-09-21	16:41:00	SHB4928Z	83613	0
1004	107	2	2016-09-21	08:54:00	SHB4928Z	53198	0
1005	107	2	2016-09-21	11:50:00	SHR5465B	49112	0
1006	107	2	2016-09-21	10:21:00	SBS9167R	77907	0
1007	107	2	2016-09-21	12:34:00	SBS4789A	63527	0
1008	107	2	2016-09-21	21:39:00	SBS6695U	63827	0
1009	107	2	2016-09-21	18:11:00	SHJ8623D	82355	1
1010	107	2	2016-09-21	14:35:00	SBS6524C	54324	0
1011	107	2	2016-09-21	21:26:00	SHM1267N	83433	0
1012	107	2	2016-09-21	19:28:00	SBS4301G	39048	0
1013	107	2	2016-09-21	00:23:00	SHJ8623D	52345	0
1014	354	1	2016-09-21	09:55:00	SBS6209C	14850	1
1015	354	1	2016-09-21	13:15:00	SBS3293P	41706	0
1016	354	1	2016-09-21	11:56:00	SHM1288H	59632	1
1017	354	1	2016-09-21	15:00:00	SHB4276T	96309	0
1018	354	1	2016-09-21	15:47:00	SHO1256K	12389	0
1019	354	1	2016-09-21	19:18:00	SBS9952E	34030	0
1020	354	1	2016-09-21	22:57:00	SBS3404A	53198	0
1021	354	1	2016-09-21	19:43:00	SHK1245Q	97874	0
1022	354	1	2016-09-21	20:15:00	SHG1245S	79545	0
1023	124	1	2016-09-21	03:36:00	SHA4288R	53198	0
1024	124	2	2016-09-21	07:12:00	SHA4288R	62234	1
1025	21	1	2016-09-21	05:51:00	SHR1277B	54819	0
1026	21	1	2016-09-21	06:44:00	SBS7822Q	69437	0
1027	21	1	2016-09-21	16:48:00	SBS3914J	3685	1
1028	21	2	2016-09-21	00:39:00	SBS3628C	15661	0
1029	21	2	2016-09-21	07:07:00	SBS4877X	63727	0
1030	21	2	2016-09-21	07:46:00	SHE8833M	10897	1
1031	21	2	2016-09-21	08:26:00	SHG4243E	28307	0
1032	21	2	2016-09-21	10:26:00	SHO1232F	82315	1
1033	21	2	2016-09-21	15:11:00	SHO1232F	52433	0
1034	21	2	2016-09-21	14:22:00	SBS7403T	63527	0
1035	131	1	2016-09-21	06:57:00	SBS5983C	82385	0
1036	131	1	2016-09-21	16:48:00	SHK4567T	31789	1
1037	131	1	2016-09-21	15:35:00	SZY5893T	45678	0
1038	131	1	2016-09-21	12:47:00	SBS6524C	62234	0
1039	131	1	2016-09-21	12:12:00	SHM1243P	28307	0
1040	131	1	2016-09-21	12:13:00	SBS4877X	79645	0
1041	131	1	2016-09-21	14:29:00	SHD4265H	34543	1
1042	131	1	2016-09-21	15:08:00	SBS1130P	15175	1
1043	131	2	2016-09-21	06:09:00	SHM7652R	36948	0
1044	131	2	2016-09-21	12:28:00	SBS4057N	99085	0
1045	131	2	2016-09-21	14:59:00	SHA9303J	15777	0
1046	131	2	2016-09-21	15:05:00	SHB1278H	42498	0
1047	131	2	2016-09-21	16:13:00	SBS2921G	15175	0
1048	131	2	2016-09-21	19:49:00	SHA1212F	66173	0
1049	131	2	2016-09-21	00:19:00	SBS7029P	3703	0
1050	35	1	2016-09-21	05:42:00	SHD4265H	30909	0
1051	35	1	2016-09-21	14:35:00	SBS3404A	32345	0
1052	35	1	2016-09-21	10:00:00	SHO4598H	36465	0
1053	35	1	2016-09-21	22:59:00	SBS8261R	83433	0
1054	35	1	2016-09-21	20:10:00	SBS6695U	72046	0
1055	35	1	2016-09-21	00:44:00	SHM4518H	81807	0
1056	38	1	2016-09-21	06:49:00	SBS5992N	16843	0
1057	38	1	2016-09-21	15:15:00	SHB9088W	80778	0
1058	38	1	2016-09-21	19:42:00	SHF4254R	61234	0
1059	38	1	2016-09-21	18:48:00	SBS9394J	43431	0
1060	38	2	2016-09-21	03:36:00	SHG4543W	89462	0
1061	38	2	2016-09-21	08:38:00	SHO1232F	41843	0
1062	38	2	2016-09-21	09:51:00	SHG6376B	80778	0
1063	38	2	2016-09-21	21:22:00	SHV4205K	49751	0
1064	38	2	2016-09-21	14:17:00	SBS4922G	30648	1
1065	38	2	2016-09-21	22:12:00	SHT2921G	77704	0
1066	38	2	2016-09-21	01:53:00	SBS6695U	44037	0
1067	39	1	2016-09-21	05:37:00	SBS5014K	66775	0
1068	39	1	2016-09-21	10:05:00	SHB4534A	63627	0
1069	39	1	2016-09-21	17:35:00	SBS8261R	23476	0
1070	39	1	2016-09-21	14:39:00	SHO4434V	82395	0
1071	39	1	2016-09-21	16:50:00	SHT2921G	49751	0
1072	39	1	2016-09-21	21:03:00	SHM5991A	98874	0
1073	39	1	2016-09-21	23:19:00	SHK1245Q	82355	0
1074	39	1	2016-09-21	22:34:00	SHJ1276G	31417	0
1075	39	2	2016-09-20	18:44:00	SZY1607S	79845	0
1076	39	2	2016-09-21	07:56:00	SHJ8623D	5653	0
1077	39	2	2016-09-21	19:35:00	SBS8491A	63527	1
1078	39	2	2016-09-21	17:28:00	SBS7216F	70209	1
1079	39	2	2016-09-21	20:03:00	SHR4587N	31789	0
1080	39	2	2016-09-21	02:00:00	SBS7929N	51277	0
1081	39	2	2016-09-21	19:34:00	SBS7290F	64826	1
1082	39	2	2016-09-21	23:27:00	SBS6695U	46953	0
1083	39	2	2016-09-21	00:30:00	SBS3404A	43434	0
1084	39	2	2016-09-21	01:52:00	SHK7237L	30648	0
1085	39	2	2016-09-21	23:19:00	SBS9762M	83733	0
1086	153	1	2016-09-21	07:57:00	SBS7666C	39576	0
1087	153	2	2016-09-20	23:44:00	SHM9811G	32432	0
1088	153	2	2016-09-21	07:55:00	SBS8491A	50026	0
1089	153	2	2016-09-21	09:19:00	SHM7775R	89562	0
1090	153	2	2016-09-21	10:09:00	SZK4221V	52433	0
1091	153	2	2016-09-21	16:23:00	SHJ8623D	12321	1
1092	153	2	2016-09-21	16:25:00	SBS5942N	41706	1
1093	153	2	2016-09-21	16:51:00	SHF1277H	21113	1
1094	153	2	2016-09-21	18:19:00	SBS8658M	52422	0
1095	153	2	2016-09-21	23:55:00	SBS4922G	49690	1
1096	153	2	2016-09-21	22:31:00	SHB1234L	90672	1
1097	56	1	2016-09-20	23:23:00	SHZ1940F	28307	0
1098	56	2	2016-09-21	08:34:00	SHJ1256Y	34532	0
1099	165	2	2016-09-20	23:37:00	SHE7395K	5653	1
1100	165	2	2016-09-21	10:05:00	SHF8637M	98874	0
1101	165	2	2016-09-21	14:00:00	SBS6230S	28307	0
1102	165	2	2016-09-21	19:59:00	SHB8634B	35433	0
1103	60	1	2016-09-20	23:47:00	SHB4928Z	66487	0
1104	60	1	2016-09-21	10:58:00	SHS5259Y	43369	0
1105	60	1	2016-09-21	11:35:00	SBS3628C	73185	0
1106	60	1	2016-09-21	15:25:00	SHY1240J	36681	0
1107	60	1	2016-09-21	23:35:00	SBS3436H	91030	0
1108	60	1	2016-09-21	23:16:00	SHU4545S	42452	0
1109	60	1	2016-09-21	22:21:00	SBS6524C	12789	0
1110	60	1	2016-09-21	23:07:00	SHR5663L	23232	0
1111	63	1	2016-09-21	05:40:00	SBS9673F	89439	0
1112	63	1	2016-09-21	13:31:00	SBS8980A	51106	0
1113	63	1	2016-09-21	23:35:00	SHR1298H	67234	0
1114	74	1	2016-09-21	06:28:00	SHA1222G	27006	0
1115	74	1	2016-09-21	13:21:00	SBS3253R	54378	0
1116	74	1	2016-09-21	12:56:00	SBS3228F	31789	0
1117	74	1	2016-09-21	09:24:00	SHZ8927D	16475	1
1118	74	1	2016-09-21	11:25:00	SBS9679N	49690	1
1119	74	1	2016-09-21	13:50:00	SBS1473K	75367	0
1120	74	1	2016-09-21	17:03:00	SHD1234G	39048	1
1121	74	1	2016-09-21	17:35:00	SHJ1256M	97183	0
1122	74	1	2016-09-21	17:43:00	SHU4886Y	80672	1
1123	74	1	2016-09-21	03:48:00	SBS7929N	89439	0
1124	74	1	2016-09-21	22:59:00	SBS3253R	15498	0
1125	74	1	2016-09-21	19:00:00	SHY1240J	55727	0
1126	74	1	2016-09-21	22:24:00	SHL3332S	7144	1
1127	74	1	2016-09-21	23:02:00	SHJ1256M	11764	0
1128	74	2	2016-09-20	22:54:00	SHL4528R	67634	0
1129	74	2	2016-09-21	16:07:00	SHB1278H	53198	0
1130	74	2	2016-09-21	08:31:00	SHM7652R	39893	0
1131	74	2	2016-09-21	11:39:00	SBS4858H	80778	0
1132	74	2	2016-09-21	12:33:00	SBS4325R	69691	0
1133	74	2	2016-09-21	08:28:00	SHK7237L	99223	0
1134	74	2	2016-09-21	15:03:00	SHM5991A	20093	0
1135	74	2	2016-09-21	22:19:00	SZY7625L	82375	0
1136	74	2	2016-09-21	17:38:00	SHL4528R	79545	0
1137	74	2	2016-09-21	19:19:00	SHA4566Y	12387	0
1138	75	1	2016-09-20	23:06:00	SHJ4221A	36904	0
1139	75	1	2016-09-21	07:29:00	SHG8632D	55690	0
1140	75	1	2016-09-21	11:45:00	SBS6157E	68234	0
1141	75	1	2016-09-21	17:58:00	SHR4277V	59684	0
1142	75	1	2016-09-21	03:36:00	SHF1234M	66487	0
1143	75	2	2016-09-21	16:48:00	SHK1245Q	96309	1
1144	76	1	2016-09-21	13:42:00	SBS2574Q	63727	0
1145	76	1	2016-09-21	04:20:00	SHM4518H	89362	0
1146	76	2	2016-09-21	14:16:00	SHR1277B	79845	0
1147	186	1	2016-09-21	11:29:00	SHA4288R	15661	0
1148	186	1	2016-09-21	09:59:00	SBS1564K	65964	1
1149	186	1	2016-09-21	18:24:00	SHF8637M	79345	1
1150	186	1	2016-09-21	19:15:00	SHB4276T	47123	0
1151	186	2	2016-09-21	10:45:00	SHD4265H	58059	0
1152	186	2	2016-09-21	09:27:00	SBS4922G	35433	0
1153	186	2	2016-09-21	16:34:00	SBS6695U	69691	1
1154	186	2	2016-09-21	13:21:00	SZK4221V	6720	0
1155	186	2	2016-09-21	13:56:00	SBS3450R	94821	1
1156	197	1	2016-09-20	23:39:00	SBS6102U	79845	0
1157	197	1	2016-09-21	14:18:00	SHF4254R	12308	0
1158	197	1	2016-09-21	11:27:00	SBS6367H	67754	0
1159	197	1	2016-09-21	13:38:00	SBS9492F	89562	1
1160	197	1	2016-09-21	19:42:00	SHM5991A	51789	0
1161	197	1	2016-09-21	20:40:00	SHK9923K	82335	0
1162	197	2	2016-09-20	23:37:00	SHL1267B	75113	0
1163	96	1	2016-09-21	13:04:00	SHJ1256Y	56925	0
1164	96	1	2016-09-21	10:42:00	SHB4928Z	67011	0
1165	7	1	2016-09-24	05:35:00	SBS8980A	70209	0
1166	7	1	2016-09-24	08:01:00	SHO4434V	62047	0
1167	7	1	2016-09-24	16:58:00	SBS8684K	29984	0
1168	7	1	2016-09-24	22:23:00	SZY1607S	69234	1
1169	7	2	2016-09-24	08:04:00	SBS8334C	7881	0
1170	7	2	2016-09-24	09:12:00	SBS9089K	23232	0
1171	7	2	2016-09-24	11:18:00	SHR4277V	92874	1
1172	7	2	2016-09-24	17:48:00	SBS7029P	89162	0
1173	7	2	2016-09-24	14:33:00	SHR4587N	34522	0
1174	7	2	2016-09-24	16:20:00	SHL4528R	89439	0
1175	7	2	2016-09-24	17:21:00	SHR1224H	21789	0
1176	7	2	2016-09-24	18:56:00	SBS9512L	33211	0
1177	7	2	2016-09-24	21:16:00	SHG4243E	54819	0
1178	9	1	2016-09-24	06:32:00	SHA9303J	11764	0
1179	9	1	2016-09-24	08:42:00	SBS8980A	70289	0
1180	9	1	2016-09-24	11:08:00	SBS3436H	91030	1
1181	9	1	2016-09-24	14:00:00	SHZ7036F	18860	1
1182	9	1	2016-09-24	16:40:00	SHG4543W	51952	0
1183	9	1	2016-09-24	19:06:00	SBS8886U	22335	0
1184	804	1	2016-09-24	00:20:00	SHJ1256M	63227	0
1185	804	1	2016-09-24	05:35:00	SBS5992N	82345	1
1186	804	1	2016-09-24	06:29:00	SHA1245J	10654	0
1187	804	1	2016-09-24	07:49:00	SBS7739L	16475	0
1188	804	1	2016-09-24	08:37:00	SHK1245Q	51789	0
1189	804	1	2016-09-24	09:44:00	SHI7722P	12121	0
1190	804	1	2016-09-24	10:39:00	SHB1278H	50026	0
1191	804	1	2016-09-24	11:40:00	SHM1288H	46244	0
1192	804	1	2016-09-24	12:24:00	SBS9167R	67634	0
1193	804	1	2016-09-24	12:58:00	SHR1224H	30909	1
1194	804	1	2016-09-24	13:44:00	SBS3063S	29759	1
1195	804	1	2016-09-24	14:59:00	SBS8944K	12345	0
1196	804	1	2016-09-24	15:52:00	SHM7652R	83733	0
1197	804	1	2016-09-24	16:38:00	SBS5231X	22345	0
1198	804	1	2016-09-24	17:36:00	SHD4265H	95874	0
1199	804	1	2016-09-24	18:19:00	SHO4287N	23567	0
1200	804	1	2016-09-24	18:56:00	SHQ8495N	51677	0
1201	804	1	2016-09-24	21:46:00	SHM5991A	35433	0
1202	804	1	2016-09-24	20:29:00	SBS8980A	12789	0
1203	804	1	2016-09-24	21:35:00	SBS9394J	36465	0
1204	804	1	2016-09-24	22:26:00	SBS7029P	94821	0
1205	804	1	2016-09-24	23:48:00	SHM8125L	69728	0
1206	805	1	2016-09-24	00:49:00	SBS8944K	83733	0
1207	805	1	2016-09-24	06:29:00	SBS5231X	55019	1
1208	805	1	2016-09-24	07:29:00	SZY7625L	82325	0
1209	805	1	2016-09-24	08:08:00	SHD4265H	66941	0
1210	805	1	2016-09-24	08:46:00	SHM7652R	31925	0
1211	805	1	2016-09-24	09:15:00	SHD1245M	72046	0
1212	805	1	2016-09-24	09:51:00	SHO4598H	17557	0
1213	805	1	2016-09-24	10:58:00	SHO8654G	38206	0
1214	805	1	2016-09-24	11:35:00	SBS5749F	51677	1
1215	805	1	2016-09-24	12:37:00	SHF1223X	55258	0
1216	805	1	2016-09-24	13:17:00	SBS4350E	82375	0
1217	805	1	2016-09-24	18:37:00	SBS6102U	10897	1
1218	805	1	2016-09-24	17:16:00	SHZ7036F	72046	1
1219	805	1	2016-09-24	16:42:00	SZK4221V	79745	1
1220	805	1	2016-09-24	17:46:00	SHM7652R	93874	0
1221	805	1	2016-09-24	19:27:00	SBS8658M	93304	0
1222	805	1	2016-09-24	20:15:00	SBS3253R	82385	0
1223	805	1	2016-09-24	20:51:00	SBS5842D	94821	1
1224	805	1	2016-09-24	21:36:00	SHB1278H	79145	0
1225	805	1	2016-09-24	22:37:00	SHZ1940F	93874	0
1226	805	1	2016-09-24	20:11:00	SBS7216F	10511	0
1227	855	2	2016-09-24	05:53:00	SBS9089K	12387	0
1228	333	1	2016-09-24	10:50:00	SHA1245J	36465	0
1229	333	1	2016-09-24	15:56:00	SBS1564K	56925	0
1230	333	1	2016-09-24	17:58:00	SHA9303J	27016	0
1231	333	1	2016-09-24	20:36:00	SHA1212F	10897	0
1232	107	1	2016-09-24	12:19:00	SHM4949R	90754	1
1233	107	2	2016-09-24	06:17:00	SBS8261R	34522	0
1234	107	2	2016-09-24	11:24:00	SBS8208E	7144	0
1235	107	2	2016-09-24	13:19:00	SHJ1256Y	33211	0
1236	354	1	2016-09-24	08:00:00	SBS9412Q	63227	0
1237	354	1	2016-09-24	12:29:00	SBS7403T	34970	1
1238	354	1	2016-09-24	16:24:00	SBS1014A	19345	0
1239	354	1	2016-09-24	16:36:00	SBS3853T	21113	0
1240	354	1	2016-09-24	18:13:00	SHF4254R	7144	0
1241	21	1	2016-09-24	06:05:00	SBS7029P	64777	0
1242	21	1	2016-09-24	09:11:00	SHV2399U	72294	1
1243	131	2	2016-09-24	06:03:00	SBS2921G	75113	0
1244	131	2	2016-09-24	08:49:00	SHA9303J	99085	0
1245	131	2	2016-09-24	12:47:00	SHO1232F	72294	0
1246	131	2	2016-09-24	17:33:00	SBS6695U	34532	0
1247	131	2	2016-09-24	20:44:00	SHU4886Y	67634	0
1248	35	1	2016-09-24	06:07:00	SZK4221V	99085	0
1249	35	1	2016-09-24	09:06:00	SHM4949R	43369	0
1250	35	1	2016-09-24	13:00:00	SHA9303J	91874	0
1251	38	1	2016-09-24	07:09:00	SBS5842D	91030	0
1252	38	1	2016-09-24	14:27:00	SBS5983C	82395	0
1253	38	1	2016-09-24	19:59:00	SHK7237L	79945	0
1254	38	1	2016-09-24	23:48:00	SBS7216F	28307	0
1255	38	2	2016-09-24	12:30:00	SHO4598H	15661	0
1256	38	2	2016-09-24	14:39:00	SBS2814J	79445	1
1257	38	2	2016-09-24	18:32:00	SHF1223X	27006	1
1258	38	2	2016-09-24	20:40:00	SBS1014A	93165	0
1259	38	2	2016-09-24	23:39:00	SBS5690Q	32432	0
1260	39	1	2016-09-24	11:48:00	SHK8612G	36662	0
1261	39	1	2016-09-24	14:43:00	SBS9104X	29011	1
1262	39	1	2016-09-24	16:13:00	SHA1212F	79145	0
1263	39	1	2016-09-24	18:46:00	SHM7775R	50013	0
1264	39	1	2016-09-24	16:35:00	SHG6376B	66487	0
1265	39	1	2016-09-24	22:56:00	SHK8612G	50026	0
1266	39	2	2016-09-24	07:26:00	SHM9811G	97874	0
1267	39	2	2016-09-24	10:13:00	SBS7216F	13761	0
1268	39	2	2016-09-24	08:48:00	SBS2921G	92874	0
1269	39	2	2016-09-24	13:10:00	SHG4243E	89562	0
1270	39	2	2016-09-24	14:56:00	SHI7722P	79945	0
1271	39	2	2016-09-24	09:57:00	SBS9167R	79145	1
1272	39	2	2016-09-24	18:28:00	SBS4057N	54819	0
1273	39	2	2016-09-24	19:24:00	SBS5942N	29011	1
1274	39	2	2016-09-24	20:45:00	SHM4518H	21789	0
1275	153	1	2016-09-24	09:29:00	SBS5983C	53522	0
1276	153	2	2016-09-24	08:45:00	SBS3293P	11764	0
1277	153	2	2016-09-24	08:14:00	SHG4543W	82345	0
1278	153	2	2016-09-24	10:04:00	SBS7739L	61692	0
1279	153	2	2016-09-24	12:41:00	SHR5663L	86881	0
1280	153	2	2016-09-24	14:00:00	SHB4534A	39893	0
1281	153	2	2016-09-24	10:48:00	SHM4518H	82395	0
1282	153	2	2016-09-24	18:25:00	SBS1130P	55690	0
1283	153	2	2016-09-24	20:22:00	SHR4277V	27016	0
1284	153	2	2016-09-24	22:10:00	SHA5577B	83433	0
1285	56	2	2016-09-24	20:32:00	SBS2814J	11764	0
1286	165	2	2016-09-24	09:10:00	SHZ1940F	36904	0
1287	165	2	2016-09-24	14:55:00	SBS8208E	66487	0
1288	165	2	2016-09-24	15:26:00	SBS1869Q	15891	0
1289	165	2	2016-09-24	17:38:00	SBS8980A	64777	1
1290	165	2	2016-09-24	21:48:00	SBS9952E	21321	0
1291	60	1	2016-09-24	06:45:00	SHL8516O	51789	0
1292	60	1	2016-09-24	11:06:00	SHK4567T	34522	0
1293	63	1	2016-09-24	18:54:00	SBS3404A	79445	0
1294	63	1	2016-09-24	20:08:00	SHK1298B	66487	0
1295	74	1	2016-09-24	06:32:00	SHM4287J	63327	0
1296	74	1	2016-09-24	08:18:00	SHE8833M	82365	0
1297	74	1	2016-09-24	09:19:00	SHF1277H	54654	0
1298	74	1	2016-09-24	11:24:00	SBS9888H	63227	0
1299	74	1	2016-09-24	12:34:00	SBS6524C	49112	0
1300	74	1	2016-09-24	13:33:00	SBS9394J	43434	0
1301	74	1	2016-09-24	14:46:00	SHL4245H	15661	0
1302	74	1	2016-09-24	16:38:00	SBS7216F	82365	1
1303	74	1	2016-09-24	17:31:00	SHG4243E	57345	1
1304	74	1	2016-09-24	17:17:00	SHE8833M	79645	0
1305	74	1	2016-09-24	18:23:00	SHA4566Y	10511	1
1306	74	1	2016-09-24	19:22:00	SHM5991A	21113	1
1307	74	1	2016-09-24	20:26:00	SBS7929N	89462	1
1308	74	1	2016-09-24	22:11:00	SHV4205K	22335	1
1309	74	1	2016-09-24	23:25:00	SHL8623M	36904	0
1310	74	2	2016-09-24	07:35:00	SBS2011B	15498	0
1311	74	2	2016-09-24	09:14:00	SBS5992N	16475	0
1312	74	2	2016-09-24	11:00:00	SHA8677H	96635	0
1313	74	2	2016-09-24	14:02:00	SBS2574Q	81807	1
1314	74	2	2016-09-24	12:00:00	SBS3228F	21113	0
1315	74	2	2016-09-24	17:31:00	SHR8688J	38206	0
1316	74	2	2016-09-24	19:32:00	SHM1267N	44037	0
1317	74	2	2016-09-24	22:58:00	SBS7822Q	21789	0
1318	75	1	2016-09-24	10:53:00	SBS1856D	62047	0
1319	75	1	2016-09-24	15:50:00	SBS2574Q	84984	0
1320	186	1	2016-09-24	12:03:00	SBS9089K	54654	0
1321	186	1	2016-09-24	15:24:00	SHL8516O	63727	0
1322	186	1	2016-09-24	19:56:00	SBS2574Q	52433	0
1323	186	1	2016-09-24	23:07:00	SZI3294H	44037	0
1324	197	1	2016-09-24	06:31:00	SHE7395K	20087	0
1325	197	1	2016-09-24	10:13:00	SHU5688J	64777	0
1326	197	1	2016-09-24	14:27:00	SHA8254Z	47123	1
1327	197	1	2016-09-24	14:30:00	SBS2416B	10654	0
1328	197	1	2016-09-24	16:18:00	SZY7625L	17557	0
1329	197	1	2016-09-24	20:00:00	SBS7782B	29984	0
1330	197	1	2016-09-24	23:16:00	SBS6695U	21321	0
1331	197	2	2016-09-24	12:02:00	SBS3293P	46953	0
